,0,1
226,PEG,836.6933735153058
227,PSA,22044.387500781475
228,PHM,211.6052383114817
229,PVH,6222.101422058749
230,QCOM,943.3902432652145
231,RRC,235.91608454857013
232,RJF,2981.4990821949414
233,RTN,20697.853205615844
234,REG,815.0350697741544
235,REGN,91092.7188528886
236,RF,10.670334517161498
237,RHI,952.3178283304683
238,ROK,11863.89378220564
239,ROP,45561.14233886096
240,ROST,4557.933807929204
241,RCL,6211.591511905032
242,SLB,337.52690604357605
243,SEE,832.0382526459039
244,SHW,124177.34182053173
245,SIG,1705.2037855157141
246,SPG,17383.847064664616
247,SWKS,4216.8078004087365
248,SNA,13792.929209033262
249,SO,174.55714768251616
250,LUV,1713.8499093413109
251,SPGI,21127.524863054095
252,SWK,5065.22034546282
253,SBUX,1413.2164994310374
254,STT,1838.1358826888627
255,SYK,13639.630039617185
256,SNPS,4690.011958082195
257,SYY,1639.6249161707015
258,TROW,4297.293722074113
259,TGT,1308.5498929693347
260,TXN,4246.038191180174
261,TXT,1146.1156014036287
262,TMO,30307.32290978452
263,TIF,3088.9762647380307
264,TJX,1199.3608459088416
265,TRV,7402.462050916228
266,TSN,3163.9664981831734
267,UDR,678.9799389950109
268,USB,675.1613929021609
269,UNP,10113.72055261037
270,UNH,33101.09387027027
271,UTX,5997.748747058335
272,UHS,8198.555333841077
273,UNM,835.3317139904423
274,VFC,2938.6797626895627
275,VLO,4082.207442723352
276,VAR,5296.684852006686
277,VZ,649.0342646703604
278,VRTX,13187.649905513368
279,VNO,631.4814309806648
280,VMC,3910.8522772712186
281,WMT,2578.8259479307835
282,WBA,2248.659286240116
283,DIS,5139.068891411322
284,WM,3333.9024824610897
285,WEC,2391.7416657935987
286,WFC,761.514313606782
287,WDC,2056.389257880677
288,WY,60.122889305786565
289,WHR,7002.048839177445
290,WMB,57.85881187407711
291,XEL,903.2849486216022
292,XRX,10.621111692912747
293,XLNX,2992.468323897623
294,ZION,144.53975192525334
